"Name","US foreign relations"
"Title","US involvement in other countries' armed conflicts"
"Date","June 25, 2024 at 03:56 PM (GMT)"
"Duration","02:10:51"
"Participants","323"
"Participant Limit","350"
"Total Screener Polls","3"
"Total Conversation Questions","6"

""
""
"","","Participant Id","Sample Provider Id","What political party do you most identify with?","What is your age?","What best describes the region you live in?","Do you believe that defending human rights globally should be a goal of American policy?","Please explain why you chose this answer (please be as specific as you can).","Sentiment","All (%agree)","What are the reasons that you think some people would/might disagree with you?","Sentiment","All (%agree)","When is a time that you supported the U.S. getting involved in another country?","Sentiment","Categories","When is a time that you did NOT support the U.S. getting involved in another country?","Sentiment","Categories","What actions, if any, should the U.S. take in the Democratic Republic of the Congo? Please explain your reason(s) for your answer.","Sentiment","All (%agree)","Muted"
"","","18897f4e-c080-4f89-9ae6-f3b3b55473cd","","Democrat","45-54","Rural","Yes","I believe defending human rights globally should be a goal because I believe in the tenet of altruism, in that we should help others in need, because we would want the same for ourselves and have a sense of ethics in us.","Neutral","70%","People disagree because they are ethnocentric and believe that whomever exists within certain borders have more or less rights than people on the other side of arbitrary borders.  They disagree because they are thinking selfishly and not considering how it would feel if they were the person in need.","Negative","46%","World War II","Neutral","Uncategorized","Sending immigrants back to their countries of origin against their will.","Negative","Uncategorized","We should rescue the children being forced to fight.  The reason is because we have a sense of cosmic justice and karma.","Neutral","54%","False"
"","","430cb994-296c-42a2-901e-a21e031cf1cd","","Republican","55-64","Urban","Yes","The United States has a moral obligation to stand up for human rights and support those who are oppressed or facing persecution.

","Neutral","69%","They are concerned about the costs and risks of intervention.","Neutral","60%","To honor treaty obligations and support allies in times of need.","Neutral","Uncategorized","involving conflicts where the primary motivation appears to be access to natural resources.","Neutral","Uncategorized"," Provide support and resources for local and international peacebuilding efforts","Neutral","53%","False"
"","","0eb96c14-2047-4ef4-83a4-efdf64052708","","Democrat","55-64","Suburban","Yes","Though the US is imperfect, it provides the world with an image of what an effective and inclusive working democracy can look like. The US should not try to impose its will onto other countries, but protect US interests in the world and project that sense of democracy.","Neutral","58%","We have serious concerns back home in the US that are not being fully addressed. Democracy, here at home, is in danger of being eroded and it would be hypocritical for the US to get involved in other global conflicts when we're not adequately addressing the threats to democracy and conflicts in our own backyard.","Negative","77%","The hunt for Osama bin Laden.","Neutral","Uncategorized","The war in Grenada.","Neutral","Uncategorized","I don't know. Unfortunately, Black suffering doesn't register in the US.","Neutral","51%","False"
"","","43b73537-5dc8-4b9d-9e6e-c9d3b2524a32","","Other/Independent","65+","Urban","Yes","Defending human rights is always the right thing to do no matter where it is needed.","Positive","68%","I feel many people would be happy to see our country isolate itself from conflicts across the world.  ","Positive","75%","During WWII.","Neutral","Uncategorized","Vietnam and the Korean conflict.","Neutral","Uncategorized","I feel the US should help the DRC.","Neutral","52%","False"
"","","6aa69ba4-7ee8-4a73-8be7-d22e5e7a9f62","","Republican","55-64","Rural","No","America needs to focus on repairing itself right now instead of handing out money to other countries. It sounds selfish but it is necessary for the country. ","Neutral","45%","Because they think that the US should help with conflicts they feel are unfair. They think humans should be helped and rescued regardless of how they got in that situation in the first place. It isn't our business and if our government decides it is, it is for political motives. ","Negative","56%","Probably our involvement with Syria and Afghanistan","Neutral","Uncategorized","Vietnam, Iraq, Serbia, Kuwait, Israel, Pakistan/Gaza strip, Ukraine/Russia","Neutral","Uncategorized","Nothing. They need to get out of all foreign wars. The US is struggling and needs repair itself. ","Negative","47%","False"
"","","e157c209-db80-42b8-bc8a-19a455aba74f","","Other/Independent","55-64","Suburban","Yes","USA has a policy on defending human rights. This has policy for many years. I support this policy based on my beliefs.","Neutral","67%","People will have many different opinions and beliefs. People can support or oppose my opinions. Some people will agree while other will disagree. People are free to choose.","Neutral","44%","When the USA assisted other countries after a natural disaster.","Neutral","Uncategorized","When the USA stepped into another country and did not finish the mission.","Negative","Uncategorized","I am not sure what actions should be taken at this point. I do not have enough information on the described conflict.","Negative","53%","False"
"","","0e2e8c5b-990b-4d10-99fb-e926d5f85633","","Republican","55-64","Rural","No","I think our country would be stronger if we just focused on our own issues. Other countries may not see our help as helpful but as interfering and that may cause more issues for us and make our country less secure.","Neutral","50%","I think they would disagree with me on this issue because like it or not we are becoming a global nation. Other countries issue do affect us because of the global nature of things.","Negative","69%","I supported the US getting involved in helping the Ukraine.","Neutral","Uncategorized","The war in Iraq. We seemed to have not learned our lesson with Vietnam and we seemed to make the situation in Iraq worse not better for the citizens.","Neutral","Uncategorized","I think we should offer financial and weapon support if needed. It's not right that children should have to fight.","Neutral","52%","False"
"","","0ce74dbc-8bf4-4fb3-b25d-cff7437cf0c6","","Republican","18-24","Rural","Yes","As a country with resources, we should help others that do not have as many resources. Regardless of the county, every human deserves human rights. Additionally forming ties in other countries may be important to us in the future and help protect ourselves as well. ","Neutral","71%","Sometimes America cannot handle every problem when they have other major issues in their own county. People should not necessarily be sent to war for other countries because they could be hurt or killed at that country's expense. ","Negative","71%","I do not know of a specific time. However, I know there are past cases where it has been beneficial. ","Neutral","Uncategorized","I do not support the initial involvement when we dropped the Hiroshima bomb on Japan as it killed many and dragged us into the war even more than we already were.   ","Negative","Uncategorized","I think it depends on the reasoning for the conflict. However, I believe that a small group could be sent to prevent the use of children to fight. ","Neutral","51%","False"
"","","c7c82394-fab4-48f8-a4a6-1dfc322b1c1f","","Republican","55-64","Urban","Yes","I think we have the power to influence other countries and we need to use it. ","Neutral","71%","I think they would agree with me because we are on the same page","Neutral","38%","every time

","Neutral","Uncategorized","when it involves murder","Neutral","Uncategorized","be a credible mediator to solve the issue. ","Neutral","53%","False"
"","","df64fad3-28ca-41d5-b2c0-876d4625b236","","Republican","65+","Urban","Yes","Yes, advocating for human rights globally should indeed be a central goal of American policy, reflecting a commitment to universal values and promoting stability and justice worldwide.","Neutral","69%","Some may disagree that promoting human rights internationally should be the top priority in US policy because they believe that national interests should come first, because they have different opinions on sovereignty, or because they don't think these initiatives will be successful in various cultural contexts.","Negative","65%","I have supported U.S. action when it attempted to provide humanitarian relief during natural disasters or conflicts, promote democratic principles and human rights, or address global health issues requiring international assistance and collaboration.","Neutral","Uncategorized","When U.S. engagement in a foreign crisis appeared to be motivated more by geopolitical goals than by real humanitarian concerns, or when it ran the risk of unjustifiably worsening regional tensions, I have opposed it.","Neutral","Uncategorized","The United States should support regional initiatives, pursue diplomatic negotiations for peace and disarmament in the Democratic Republic of the Congo, and impose targeted penalties on those who violate human rights. This strategy avoids taking unilateral military action that can inflame tensions in favor of addressing the underlying causes of conflict and fostering a lasting peace.","Neutral","54%","False"
"","","5ef42ec1-b5bd-4016-9701-f0a7c618ceb2","","Republican","35-44","Suburban","No","We should not be the worlds police dept.","Negative","47%","They do not like the U.S and will always have a problem with what we do.","Negative","52%","When we were attacked on 9/11","Neutral","Uncategorized","Iraq","Neutral","Uncategorized","Change the leadership","Neutral","53%","False"
"","","ada8721d-8ade-44d0-b44a-39c0cfa34909","","Republican","55-64","Rural","No","We are struggling financially in the United States. We are having trouble paying our own bills. Our government is deeply in debt and while it's in debt, China is coming in and buying land from us to put solar panel farms on and for other investments.    We, the American people, can't afford the price of food, bills, etc.  Our healthcare system is one of the most expensive in the word. Our ""President"" needs to address the money that we can spend, back to our own people and national healthcare","Negative","41%","People who are well off and believe that we should remain active in abating terrorism abroad forget that someone has to pay the bill for all the tax money that is being given to Ukraine, etc.   That's coming from our pockets and some of us can't afford how expensive life has become. We are not responsible for the activities of another country.","Negative","66%","I have never supported it.","Negative","Uncategorized","All the time.  The USA needs to stay out of international disputes.","Neutral","Uncategorized","None, as they should also not take part in any international conflict.  Each government should find the means to deal with its own issues.  We did in America.    We're no better than any other country.   ","Neutral","49%","False"
"","","77f4f1d1-310d-47f5-a385-114517cb187e","","Republican","65+","Suburban","Yes","There are times when it's necessary to protect innocent lives.","Neutral","71%","It would come down to politics. The divide between left and right is wide.","Neutral","39%","It was the invasion of Ukraine by Russia.","Neutral","Uncategorized","There is none","Negative","Uncategorized","The African continent is a whole different story.  Too much to talk about here.","Neutral","55%","False"
"","","6ca1425f-a041-45f6-84cf-e7ece8c0f8e5","","Other/Independent","55-64","Suburban","Yes","We have to stick up for those you can't stick up for themselves","Negative","65%","We do have a lot of problems in this country and people might disagree with me saying we need to clean our house first","Negative","78%","The ongoing war in Ukraine","Neutral","Uncategorized","None in recent memory","Neutral","Uncategorized","Provide provide aid to those affected by conflict","Neutral","55%","False"
"","","95b20e26-fcb5-479e-8a03-70c67a700a0c","","Other/Independent","55-64","Rural","No","To them its a business model. The only way the MIC makes money is to constantly be involved in conflicts. ","Neutral","52%","Because those in power want to maintain that power. Some may not understand the layers and the deceit that goes into maintaining that power. The US has historically funded both sides of many conflicts. The ones going on now are no different.","Neutral","67%","In retrospect - never. What has been painted as ""facts"" about conflicts has always had ulterior motives. ","Negative","Uncategorized","I do not support our involvement in Ukraine. That skirmish has been going on for many years. We are not their piggy bank. It is nothing more than one huge money laundering operation. ","Negative","Uncategorized","The US will not aid the Congo because their ultimate goal is to control the resources. ","Negative","54%","False"
"","","31a18c9d-b223-41ac-ba2e-ea6d9623ca02","","Republican","55-64","Rural","Don't know","Well, it just depends on what you mean exactly by ""human rights"". There are a lot of things that people fight for that I do not agree with. It really just depends on the exact terms.","Neutral","64%","Because many people thing that the government actually pays for things, when in reality, it is US, the people, who open our wallets and pay for everything via tax upon tax upon tax. They do not realize that ""helping"" costs a lot of money but the money the government hands over to the other leaders is so far above and beyond, it's unbelievable. And it doesn't come from their pockets. We have veterans that are living on sidewalks and yet ""helping"" peoples from every country to take over hotels, et","Negative","57%","After we have our own citizens and veterans actually taken care of, etc. And when it's not a cover-up for paying money to other governments for whatever reason. Too much is hidden. ","Neutral","Uncategorized","The same as before. When it's legitimate. Actually legitimate, and not just some pay-off to other countries. Also, when other countries pay their fair share as well. We are in debt in the trillions. How is that financially responsible?","Neutral","Uncategorized","If the US and other 1st world countries were genuinely wanting to help they would help. They seem to only help countries with oil or something else that they want. It's way too deep for me. The US should be helping, not with tons of money, but with a few good men who can help them with their issues fighting the bad guys, etc. ","Neutral","57%","False"
"","","082ec259-a6db-4296-902d-226ecd8d2366","","Democrat","65+","Suburban","No","The US is not and should not be the world's police force.","Negative","47%","Some would agree that we have our own problems to work on while others will believe it's our responsibility to help.","Neutral","78%","Sending humanitarian aid in response to a natural disaster like a flood.","Neutral","Uncategorized","Going into Iraq to topple their government ","Negative","Uncategorized","It's none of our business ","Negative","47%","False"
"","","69551b4c-4be2-4da8-a79e-50b296a466a9","","Republican","65+","Suburban","Yes","I think we should support those that are in need of humane and fair human rights.  I don't necessarily think we should support them with military engagement.  I think it is the moral thing to do to try to help others, but not at the expense of our own country.","Neutral","71%","They could rightly point to the waste and corruption of the country (ies) that are receiving the aid.  Our own country could use some assistance in certain demographics.  Our debt is absolutely out of control and continuing to fund other countries problems isn't helping.","Neutral","61%","WWII","Neutral","Uncategorized","Ukraine","Neutral","Uncategorized","It sounds harsh, but we are spread thin now.  At this point, sanctions are about all I think we can or should do.  ","Neutral","53%","False"
"","","8622216e-eff8-4321-a191-270f68a1752c","","Other/Independent","65+","Urban","Yes","It was a qualified yes, depending on the definition of human rights. (Vietnam era vet answering, btw.) Freedom from tyranny and slavery are worth weighing in on. Also, we want to avoid these ideas/actions being brought to us.","Neutral","65%","Pacifists would disagree with any military action. Marxists wouldn't want nations whose principles they share to be thwarted. Some nationalists have no interest in any investments of capital or people outside the U.S. for any reason.","Negative","46%","Israel, currently.","Neutral","Uncategorized","Too simplified. Bosnia and certainly Ukraine could have been/could be handled more effectively.","Neutral","Uncategorized","I'm not familiar enough with the conflict and possible actions to answer this question usefully. That said, children shouldn't ever be used as soldiers or shields.","Neutral","50%","False"
"","","9d3541bb-860e-4e17-b5ca-742a4d004cb4","","Other/Independent","45-54","Rural","Yes","I do believe in global citizenship, and therefore, the entire planet should be concerned with human rights and try to defend them.
","Neutral","72%","I agree with the opinion that America has its own share of human rights issues that need to be addressed, and we are doing a poor job supporting many of our own citizens, however, the powers that be choose not to support our citizens. We have the resources to end poverty, hunger, and homelessness. We're just not doing it. ","Neutral","79%","Rwanda! But we didn't!","Neutral","Uncategorized","The Ukraine situation is a complex one. The US did a lot to provoke Russia, and now, we're spending billions to help remedy the mess. I'm on the fence on this one.","Neutral","Uncategorized","Well, this conflict is not receiving the same treatment because the people suffering are Black! I would need more information to give an opinion on what the US should do.","Negative","57%","False"
"","","ca4e0d88-1a42-42af-bc27-ff80e903f2fb","","Republican","55-64","Suburban","No","I feel that our country has issues that need to be addresses for our residents before we are helping outside the USA.","Negative","52%","Some people feel that it is the job of the USA to support other countries.","Neutral","63%","I do not believe there has been a time.","Negative","Uncategorized","I feel the US should try to stay out of the conflicts like the current situation in Hamas.","Neutral","Uncategorized","I feel that the US should stay out of it. I do not feel that it is our responsibility. I also feel that other countries are reckless because they know the USA will come to their rescue no matter what they do.","Negative","52%","False"
"","","2dfaf42c-f0a2-4d87-acd6-04308f04d2e6","","Republican","18-24","Rural","Yes","I believe that our forefathers desired for us to spread our way of life to as many people and encourage a better and brighter society for all.","Positive","68%","I believe some people might disagree with me and say that we should focus on bettering ourselves before helping others. In response I would say ""Why does it have it have to be exclusive? Why does helping others mean we can't help ourselves at the same time? We can grow together and be stronger for it!""","Neutral","62%","I personally believe that we should have stepped up more to help defend Ukraine against Russia.","Neutral","Uncategorized","I personally don't understand why it is our responsibility to pick sides in the current conflict for Palestinians.","Negative","Uncategorized","I don't have a clear enough idea of why the conflict was started and what is happening in the conflict to pick a side to support.","Negative","53%","False"
"","","0cfbfd39-3e80-47a7-be2d-96c0146b5ad1","","Democrat","55-64","Rural","Yes","I feel that it is only right to, we are a country that stands for people's freedoms and to treat with respect all human lives. That if other countries would treat each other with respect they would have a better way of living. The way other countries treat their people is not right and it stands out to be morally wrong.","Neutral","69%","They feel that each country lives their lives in different ways.","Neutral","51%","When they start killing people for no reason ","Negative","Uncategorized","When it comes to that country's religion ","Neutral","Uncategorized","I feel that we sent funds to them to, but not military , I feel that if we gives to one we should give to all ","Neutral","51%","False"
"","","6c7a1bc0-1c1d-4a0d-9078-fe928e3b7aab","","Republican","65+","Rural","No","We have our own problems right here in America.  The money we send over to other countries, could be used right here.","Neutral","41%","Some people would most likely agree with me because the problems we face here in our country, and the people of out country, should be 1st and formost the main conern before any other country.","Neutral","76%","I have never supported the USA getting involved in another countrys war.  We have our own problems and despite the bleeding heart democrats, we should come 1st.","Neutral","Uncategorized","Nver, ever.","Neutral","Uncategorized","I believe let them fight thier own battles.  We don't need to throw more taxpayer money at another war, despite what the democrits think.","Neutral","53%","False"
"","","4aad142b-3803-4d72-bad3-12fcd25a004a","","Other/Independent","55-64","Rural","No","The United States should not meddle in the affairs of others. It should take care of it's own. ","Negative","46%","They believe we are a global community and therefore should help our fellow citizens.","Neutral","62%","I have never supported th U.S. getting involved in another country.","Neutral","Uncategorized","Giving aid to Ukraine.","Neutral","Uncategorized","None. This is none of our business. Other countries should deal with their own problems.","Neutral","51%","False"
"","","7b59cb1e-542c-4736-933d-a1c76406d394","","Republican","55-64","Suburban","Yes","Protecting human rights may stop some of the ""bad"" guys from gaining power in their own country.  If they gain the power in their own country it could affect us here in the US.","Negative","60%","Some people may think we should take care of those here in the US before going beyond.","Neutral","75%","In Afghanistan, at least in the beginning.","Neutral","Uncategorized","I don't support the US getting involved with Russia.","Negative","Uncategorized","I feel that we should support Human Rights in Congo although I don't feel using children to fight if the right thing to do.","Neutral","59%","False"
"","","55145a5f-c1d2-4ed3-a5e0-af4d7ef8322a","","Republican","18-24","Suburban","Yes","I think everyone deserves that have basic human rights and when those rights are being threatened, it is only fair to defend them globally as that is what America was founded on. ","Negative","69%","I think some might disagree because it shouldn't be a global issue. If other countries are dealing with these things, we should not impose on another country, only focus on our own country. However, some might agree with me because we, as human beings, have the right to protect each other for our own rights no matter the circumstances. 
","Neutral","75%","I supported the US helping countries going against Germany in WW2. The US was helping protect the right to religion for the Jewish, even though it wasn't happening here. I think this was a crucial part of history and a reason Hitler did not continue to do more damage. ","Neutral","Uncategorized","I do not support the US getting involved in the Middle East. What happens there really do not have much of an impact on our country and it seems never-ending. We are just wasting money, resources, and lives of our military. ","Negative","Uncategorized","I think the US could send military to the Congo just to help fight their battle. If they are having their own children fight, that is not acceptable whatsoever and should be the most basic plea for help. ","Neutral","56%","False"
"","","b5cadbe2-e6f9-4cfb-9d88-870fe5c893ba","","Republican","55-64","Suburban","Yes","History has shown the importance of defending human rights.  As a powerful country that has the means to take actions, I do agree in getting involved.  However, I support sanctions, sending diplomats and providing aid, it is hard for me to support sending our soldiers unless our leaders feel it is necessary.","Neutral","71%","Our National budge/deficit, bringing in refugees and supporting them, loss of life, ""interfering"" where we don't belong","Neutral","58%","WWII, Ukraine","Neutral","Uncategorized","no comment","Neutral","Uncategorized","I'm sorry, I'm not familiar with this ","Negative","46%","False"
"","","69d7332e-6971-4b06-bd00-5b6c15a54155","","Republican","65+","Suburban","Don't know","it all depends at what cost","Neutral","42%","we as americans feel neglected","Negative","75%","when its close to home","Neutral","Uncategorized","when it could cause a war between america ans another","Neutral","Uncategorized","walk away","Negative","47%","False"
"","","f1417731-49eb-4f93-bf5c-2a0d9d566d7f","","Other/Independent","55-64","Suburban","Don't know","I am not sure what benefits it has for the American people to be involved in conflicts around the world.","Neutral","49%","They may think I am not informed or that I don't care, neither are true","Negative","30%","The war between Ukraine defending themselves from Russia. And the war between Israel and Hamas when Israel is defending themselves from Hamas","Neutral","Uncategorized","I am not sure","Neutral","Uncategorized","I am not real sure about this conflict and why or how it was started","Neutral","52%","False"
"","","2d2b1fc7-0b90-4397-aa6b-bdd38d32c44c","","Democrat","18-24","Suburban","No","The US is already terribly in need of help , People are running around with guns and shooting people and we're worried about what other countries have going on.","Negative","46%","They want to help others, and there is nothing wrong with that but we need to help our own country first.","Neutral","68%","I never really have just always, thought that we need to fix ourselves, We are not doing good enough for our own people.","Neutral","Uncategorized","I have never supported it, we can't afford to do this.","Negative","Uncategorized","There are too many world casualties going on and we can't afford to have all of them eventually they're gonna have to help themselves.","Negative","52%","False"
"","","51d118e2-b9b0-4f7e-8ec7-aede73a3acd3","","Republican","55-64","Suburban","Yes","The United States is the gatekeeper of humanity in the World.","Neutral","71%","The United States has many internal problems that need to be addressed also.  We have gun control, abortion rights, inflation, immigration, and heath care concerns that most believe is much more important.","Neutral","79%","I believe when children are being abused that we as a country need to be involved to protect those that can’t protect themselves.","Negative","Uncategorized","I do not believe the United States should get involved in civil conflicts.  ","Negative","Uncategorized","This is a civil conflict within its own country. The USA should not take sides and should help with humanity efforts.","Negative","53%","False"
"","","c1d1f763-4664-4fc6-93c9-ffc66484759a","","Republican","55-64","Suburban","Yes","I think that everyone has a right to human rights.  And we are one world that needs to do a better job helping each other take care of each other   ","Neutral","71%","I think some people think that our only focus should be on ourselves.  But I don't think that take into effect the less fortunate with less resources.  And I don't think that they understand the fostering of relationships outside their own home and how that could indirectly hurt ourselves.  ","Negative","70%","I agree with the US offers of assurances to Israel if a full blown war with Hexbollah happens.  ","Neutral","Uncategorized","I am not sure","Neutral","Uncategorized","US assistance is necessary because stability and security are dependent upon peace.  That region has natural resource wealth and children should not be involved.  The loss of lives needs to be minimized and peace restored.  ","Neutral","53%","False"
"","","b6bad708-3cce-4a98-af01-2c4e20899200","","Republican","55-64","Rural","No","I do not think we have any power over other nations and human rights. The human rights the Biden Administration is concerned with are LGBTQ and abortion","Negative","48%","That the intention of the Biden Administration is towards evil and destruction","Negative","30%","In helping Israel, our staunchest supporter.We need to stand with them always","Neutral","Uncategorized","Ukraine. It is horrible what our lies and interference is doing to Ukraine","Neutral","Uncategorized","I think we have helped and am not sure what else we can do","Positive","56%","False"
"","","88ed7d40-0f5d-40f0-8f84-32e5b89c9230","","Republican","55-64","Suburban","Don't know","It is expensive and arrogant to be the police of the entire world","Negative","46%","those with leftist agendas and those who are proponents of war and profit from war may disagree.  Any time money is involved, there will be disagreement.","Negative","47%","I have never supported this","Negative","Uncategorized","Iraq, Iran, Afghanistan, Croatia, Servia, The Gulf War, Vietnam, Ukraine, Syria","Neutral","Uncategorized","none, the DRC is actually a rich country with billions of dollars worth of natural resources","Negative","53%","False"
"","","8c4da699-3655-43d6-9388-329890b913d9","","Republican","55-64","Rural","Don't know","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","False"
"","","2e277c75-0f39-4204-a193-bed017ea1215","","Republican","55-64","Suburban","No","I don't think we need to get involved in everything.  We are broke but yet we still donate money globally and send over soldiers etc

","Neutral","47%","They probably aren't concerned with the over all budget and feel like we should control everything regardless of how much we spend.","Negative","61%","After 911 going after the terrorist that were protected by other countries.","Neutral","Uncategorized","Going into the ukraine","Neutral","Uncategorized","None, we don't have the money for that","Negative","46%","False"
"","","eca519e1-c960-4463-b42e-61c4eecc6eb4","","Other/Independent","35-44","Suburban","Yes","We have resources to help other countries, so we should set aside some of that to to help.","Neutral","56%","Debt is probably a major factor in people disagreeing with me. To some, US debt means catering to the whims of those who loaned the money.","Neutral","56%","The war between Russia and Ukraine.","Neutral","Uncategorized","Not that I was alive at the time. The Vietnam War.","Neutral","Uncategorized","More transparency on the subject. I don't believe U.S. citizens are as aware of the conflict as elected officials.","Neutral","53%","False"
"","","c51bbc1b-f105-41cc-855d-29fb40bbc5e5","","Republican","55-64","Urban","No","America should focus its resources and efforts on defending the rights of American citizens and helping American citizens first.  Until every American citizen who needs assistance of any kind has been helped, America has no business expending any of its resources to help or defend anyone or anything outside of its own borders.","Neutral","58%","Non-americans often feel as if they are entitled to American defense capabilities, American resources, and American power... but they are not.  Those things should be given to American citizens first. Only American citizens are ENTITLED to any of those things.","Neutral","67%","When Nazi germany was about to soundly defeat Britain, France, and the other allied forces and user in an era of domination by the Third Reich, America couldn't allow that to happen, so we had to go in there and beat the crap out of Nazi Germany to save all of those allied countries' futures.","Neutral","Uncategorized","I don't give a good darn whether Russia invades Ukraine.  And most certainly, not a single red cent of US taxpayer dollars should have been given to Ukraine because of that.","Negative","Uncategorized","None. American needs to concentrate on America, first and solely.","Neutral","47%","False"
"","","7e68961b-1f3d-4168-b577-734d1eeb8315","","Other/Independent","65+","Suburban","Yes","Defending human rights globally has been one of the foundations of our foreign policy since the end of World War II.  As the leader of the free world, I feel it's incumbent on us to help insure that human rights are respected throughout the world.","Neutral","70%","Some people take an isolationist point of view and feel we're not obligated to ""be our brother's keeper.""","Negative","65%","I support the U.S. getting involved with their war with Russia.  I also supported the U.S. initially supporting Israel against the Hamas terrorists.  However, I feel that Israel has overstepped its bounds in inflicting collateral damage to Palestinian civilians.","Neutral","Uncategorized","I did not support the U.S. getting involved in either the Vietnam War, the war in Iraq, and the war in Afghanistan.","Negative","Uncategorized","I'm unfamiliar with this conflict and any role that the U.S. may play.  If we're providing military support, then curtailment may be in order, along with possible economic sanctions.  Direct communication with representatives of the Rwandan government by our President and State Department in an effort to end the hositilities may also be an avenue to explore.","Neutral","52%","False"
"","","20ecbca1-e352-4f76-a9de-464ded4a127b","","Other/Independent","25-34","Urban","Yes","America has been responsible for much suffering across the world. We should also be responsible for helping to undo the harm we have done.
","Neutral","71%","I don't know","Neutral","36%","never","Neutral","Uncategorized","I don't support the US sending weapons to Israel so they can continue their genocide","Negative","Uncategorized","not sure","Neutral","43%","False"
"","","e08a2f9c-bf53-404c-9db1-c3f235a701d7","","Republican","55-64","Rural","Yes","I think we all need to be available to help each other with human rights and conflicts regarding them. Human rights  are protected and legal rights we all have. ","Neutral","71%","Most would expect only to handle human rights at home. We are in international groups that some smaller countries would need help by other larger groups to help preserve their rights. For example Russia and the Ukraine.","Neutral","72%","Russia and Ukraine","Neutral","Uncategorized","Mexico","Neutral","Uncategorized","I think a country does have to help itself first. We can help to provide supplies and artillery, but their fight is not our fight at this time. ","Neutral","51%","False"
"","","8e2bc326-1812-4654-8c1e-83c44d80fa50","","Republican","65+","Urban","No","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","False"
"","","e193df49-3649-4f1a-987e-d15e4d3cbe2f","","Democrat","55-64","Urban","Yes","As a world leader, it’s a moral imperative to defend human rights globally. Unfortunately, The US has a tendency to only become involved with conflicts when we have a political, economic or other interest. ","Neutral","71%","Many people might say that it’s our responsibility to “put our oxygen mask on first” before we’re able to help others effectively. The argument is that we have our own problems at home that supersede those outside our borders. ","Neutral","78%","The Ukrainian/Russian war. ","Neutral","Uncategorized","Post 9-11 - invasion of Iraq/Afganistan.","Neutral","Uncategorized","Sanctions aren’t often enough and the US should forcefully denounce the actions of the Rwandan government. This is a case where the UN should send peacekeeping troops to bring order. ","Neutral","52%","False"
"","","5bb73e0a-1eb6-486b-abfd-7653a8dab0b4","","Other/Independent","65+","Rural","Yes","returned, because you failed to make required writing known BEFORE workers click start on Prolific task preview page and any point after that is inconsiderately too late!","Negative","33%","--","--","--","--","--","--","--","--","--","--","--","--","False"
"","","d5ae42bf-9698-4f04-b73b-2429bbfa89ec","","Republican","45-54","Urban","Yes","Yes, because defending human rights globally aligns with American values and promotes global stability and security.







","Neutral","69%","Some people might disagree because they believe it could lead to unnecessary entanglements, divert resources from domestic needs, or infringe on other nations' sovereignty.





","Negative","69%","I supported U.S. involvement in humanitarian aid efforts in Syria to alleviate the suffering of civilians affected by the conflict.





","Neutral","Uncategorized","I did not support the U.S. intervention in Iraq in 2003, as it lacked clear evidence of immediate threats and led to prolonged instability.





","Negative","Uncategorized","The U.S. should increase diplomatic pressure and provide humanitarian aid to the Democratic Republic of the Congo to help end the conflict and protect civilians, while maintaining sanctions on Rwanda for human rights violations.



","Neutral","58%","False"
"","","0eafab35-d466-41b1-9cb4-192462de6c5d","","Republican","55-64","Rural","Yes","The world should have human rights ","Neutral","71%","People think we should just worry about America which there is truth to it but some money not all should strive for Human Rights ","Negative","71%","If it carries over in our homeland  ","Neutral","Uncategorized","when we need to really focus on America ","Neutral","Uncategorized","We just cant help everyone.  We have our own crises here and nobody seems to be helping us ","Negative","52%","False"
"","","68c62200-725c-4180-acf5-715bdda85e74","","Other/Independent","55-64","Urban","No","We need to focus on the USA first and foremost, until we have achieved human rights here. Only then should we have American policy focus on others.","Neutral","61%","They would think that I am being harsh or unloving. It is actually the opposite--I am being VERY LOVING towards our own USA family first. ","Neutral","28%","Ukraine. We need to stop Russian schemes. It will only get worse.","Neutral","Uncategorized","I didn't want us to get involved with Bosnia.","Negative","Uncategorized"," I believe the USA should give the Democratic Republic of the Congo the same respect that they are giving Ukraine and Israel.","Neutral","52%","False"
"","","1c93ac63-459f-421f-afc6-13bbe446f94d","","Republican","55-64","Suburban","No","We have way too many issues in our own country","Negative","41%","They think being global helps us in somekind of way. I dissagree","Neutral","61%","when their is dictators that are killing their people ","Negative","Uncategorized","in war times and when countries have internal conflicts","Neutral","Uncategorized","no action, we are spread way too thin","Negative","50%","False"
"","","e4b2f993-a95e-4a83-936d-f2f811e65e1b","","Other/Independent","55-64","Suburban","No","Because it's not the U.S.'s job to do so. That should be the job of organizations like the U.N..","Neutral","48%","They may have the mistaken belief that we should be the world's police since the U.S. is one of the world's great powers.","Negative","46%","I think of a time when the U.S. got involved in something that didn't benefit the U.S. or U.S. companies.","Neutral","Uncategorized","In just about every conflict they've got involved in. Usually most if not all conflicts the U.S. gets involved in provides some benefit to the U.S. or U.S. companies. These are almost always presented to public as the U.S. ostensibly getting involved for humanitarian reasons.","Neutral","Uncategorized","They could introduce a resolution in the U.N. security council, and let other nations have a vote on what should be done about the situation.","Neutral","52%","False"
"","","7d794f67-854d-4caf-9408-fa2e307c7a9c","","Other/Independent","55-64","Rural","Don't know","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","False"
